fromNode	toNode	weight	direction	fromAltName	toAltName
VTN	ANGPTL2	0.25381361	undirected	NA	NA
VTN	MYO7A	0.199631007	undirected	NA	NA
VTN	ATRAID	0.157507048	undirected	NA	NA
VTN	TPM1	0.203718932	undirected	NA	NA
VTN	CDH11	0.245233077	undirected	NA	NA
VTN	BCL2L11	0.179801899	undirected	NA	NA
VTN	OTUD6B	0.208806784	undirected	NA	NA
VTN	METTL27	0.155702173	undirected	NA	NA
VTN	TPP1	0.236063586	undirected	NA	NA
VTN	TPM4	0.221627859	undirected	NA	NA
VTN	LTBP3	0.193736417	undirected	NA	NA
VTN	NMD3	0.213398667	undirected	NA	NA
ALDOC	CORO1C	0.283351942	undirected	NA	NA
ALDOC	BTN3A3	0.283781168	undirected	NA	NA
ALDOC	TARS1	0.22539869	undirected	NA	NA
ALDOC	MYL12B	0.211420257	undirected	NA	NA
ALDOC	MFSD1	0.291118208	undirected	NA	NA
ALDOC	ELL2	0.289592901	undirected	NA	NA
ALDOC	C4BPB	0.217810352	undirected	NA	NA
ALDOC	MMACHC	0.283866365	undirected	NA	NA
ALDOC	PLAAT4	0.283129378	undirected	NA	NA
ALDOC	PSAT1	0.266247635	undirected	NA	NA
ALDOC	EPRS1	0.242052773	undirected	NA	NA
ALDOC	ANGPTL2	0.250498252	undirected	NA	NA
ALDOC	MYO7A	0.245958507	undirected	NA	NA
ALDOC	ATRAID	0.189596897	undirected	NA	NA
ALDOC	TPM1	0.266320077	undirected	NA	NA
ALDOC	CDH11	0.273216107	undirected	NA	NA
ALDOC	BCL2L11	0.230357042	undirected	NA	NA
ALDOC	OTUD6B	0.23104595	undirected	NA	NA
ALDOC	METTL27	0.202649688	undirected	NA	NA
ALDOC	TPP1	0.269134586	undirected	NA	NA
ALDOC	TPM4	0.266820207	undirected	NA	NA
ALDOC	LTBP3	0.241579547	undirected	NA	NA
ALDOC	NMD3	0.232357044	undirected	NA	NA
CORO1C	BTN3A3	0.398397695	undirected	NA	NA
CORO1C	TARS1	0.36471595	undirected	NA	NA
CORO1C	MYL12B	0.379305925	undirected	NA	NA
CORO1C	MFSD1	0.355588153	undirected	NA	NA
CORO1C	ELL2	0.401154712	undirected	NA	NA
CORO1C	C4BPB	0.26847846399999997	undirected	NA	NA
CORO1C	MMACHC	0.377595627	undirected	NA	NA
CORO1C	PLAAT4	0.319399257	undirected	NA	NA
CORO1C	PSAT1	0.398905672	undirected	NA	NA
CORO1C	EPRS1	0.375768608	undirected	NA	NA
CORO1C	ANGPTL2	0.308884194	undirected	NA	NA
CORO1C	MYO7A	0.37698722	undirected	NA	NA
CORO1C	ATRAID	0.257180265	undirected	NA	NA
CORO1C	TPM1	0.406021646	undirected	NA	NA
CORO1C	CDH11	0.348752366	undirected	NA	NA
CORO1C	BCL2L11	0.382521999	undirected	NA	NA
CORO1C	OTUD6B	0.306188795	undirected	NA	NA
CORO1C	METTL27	0.331915924	undirected	NA	NA
CORO1C	TPP1	0.402358698	undirected	NA	NA
CORO1C	TPM4	0.404362537	undirected	NA	NA
CORO1C	LTBP3	0.35512377	undirected	NA	NA
CORO1C	NMD3	0.346435992	undirected	NA	NA
ATP5F1B	BTN3A3	0.22289219	undirected	NA	NA
ATP5F1B	TARS1	0.369773641	undirected	NA	NA
ATP5F1B	MYL12B	0.34237449	undirected	NA	NA
ATP5F1B	MFSD1	0.351361294	undirected	NA	NA
ATP5F1B	ELL2	0.236284061	undirected	NA	NA
ATP5F1B	C4BPB	0.158081857	undirected	NA	NA
ATP5F1B	MMACHC	0.208935868	undirected	NA	NA
ATP5F1B	PLAAT4	0.207914103	undirected	NA	NA
ATP5F1B	PSAT1	0.281333687	undirected	NA	NA
ATP5F1B	EPRS1	0.361317154	undirected	NA	NA
ATP5F1B	ANGPTL2	0.259433084	undirected	NA	NA
ATP5F1B	MYO7A	0.311641279	undirected	NA	NA
ATP5F1B	ATRAID	0.214013019	undirected	NA	NA
ATP5F1B	TPM1	0.209672469	undirected	NA	NA
ATP5F1B	BCL2L11	0.268999258	undirected	NA	NA
ATP5F1B	OTUD6B	0.195402722	undirected	NA	NA
ATP5F1B	METTL27	0.297548963	undirected	NA	NA
ATP5F1B	TPP1	0.403861285	undirected	NA	NA
ATP5F1B	TPM4	0.283555033	undirected	NA	NA
ATP5F1B	LTBP3	0.218505391	undirected	NA	NA
ATP5F1B	NMD3	0.386535807	undirected	NA	NA
RERGL	BTN3A3	0.201438127	undirected	NA	NA
RERGL	TARS1	0.152796456	undirected	NA	NA
RERGL	MFSD1	0.172374776	undirected	NA	NA
RERGL	ELL2	0.216431097	undirected	NA	NA
RERGL	MMACHC	0.213097868	undirected	NA	NA
RERGL	PLAAT4	0.22172629	undirected	NA	NA
RERGL	PSAT1	0.218750413	undirected	NA	NA
RERGL	EPRS1	0.192554773	undirected	NA	NA
RERGL	ANGPTL2	0.166035325	undirected	NA	NA
RERGL	MYO7A	0.173122481	undirected	NA	NA
RERGL	TPM1	0.191719243	undirected	NA	NA
RERGL	CDH11	0.231300438	undirected	NA	NA
RERGL	BCL2L11	0.180652759	undirected	NA	NA
RERGL	OTUD6B	0.156965858	undirected	NA	NA
RERGL	TPP1	0.182133607	undirected	NA	NA
RERGL	TPM4	0.209284149	undirected	NA	NA
RERGL	LTBP3	0.163278897	undirected	NA	NA
GOLT1B	BTN3A3	0.263593663	undirected	NA	NA
GOLT1B	TARS1	0.394172366	undirected	NA	NA
GOLT1B	MYL12B	0.359804622	undirected	NA	NA
GOLT1B	MFSD1	0.387332751	undirected	NA	NA
GOLT1B	ELL2	0.281253341	undirected	NA	NA
GOLT1B	C4BPB	0.182485014	undirected	NA	NA
GOLT1B	MMACHC	0.256878707	undirected	NA	NA
GOLT1B	PLAAT4	0.245543894	undirected	NA	NA
GOLT1B	PSAT1	0.328484485	undirected	NA	NA
GOLT1B	EPRS1	0.391643685	undirected	NA	NA
GOLT1B	ANGPTL2	0.286575983	undirected	NA	NA
GOLT1B	MYO7A	0.336499946	undirected	NA	NA
GOLT1B	ATRAID	0.20859776	undirected	NA	NA
GOLT1B	TPM1	0.259418452	undirected	NA	NA
GOLT1B	CDH11	0.20299737	undirected	NA	NA
GOLT1B	BCL2L11	0.298428142	undirected	NA	NA
GOLT1B	OTUD6B	0.224481177	undirected	NA	NA
GOLT1B	METTL27	0.302672908	undirected	NA	NA
GOLT1B	TPP1	0.439873175	undirected	NA	NA
GOLT1B	TPM4	0.328886475	undirected	NA	NA
GOLT1B	LTBP3	0.243666087	undirected	NA	NA
GOLT1B	NMD3	0.406791328	undirected	NA	NA
BTN3A3	TARS1	0.285763223	undirected	NA	NA
BTN3A3	MYL12B	0.280980705	undirected	NA	NA
BTN3A3	MFSD1	0.321423499	undirected	NA	NA
BTN3A3	ELL2	0.349843558	undirected	NA	NA
BTN3A3	C4BPB	0.174546318	undirected	NA	NA
BTN3A3	MMACHC	0.279144094	undirected	NA	NA
BTN3A3	PLAAT4	0.30266724	undirected	NA	NA
BTN3A3	PSAT1	0.320173124	undirected	NA	NA
BTN3A3	EPRS1	0.30852178	undirected	NA	NA
BTN3A3	ANGPTL2	0.254827629	undirected	NA	NA
BTN3A3	MYO7A	0.351503861	undirected	NA	NA
BTN3A3	ATRAID	0.160850934	undirected	NA	NA
BTN3A3	TPM1	0.322471746	undirected	NA	NA
BTN3A3	CDH11	0.277475159	undirected	NA	NA
BTN3A3	BCL2L11	0.288902028	undirected	NA	NA
BTN3A3	OTUD6B	0.196395407	undirected	NA	NA
BTN3A3	METTL27	0.2077716	undirected	NA	NA
BTN3A3	TPP1	0.382197791	undirected	NA	NA
BTN3A3	TPM4	0.35249929	undirected	NA	NA
BTN3A3	LTBP3	0.279333113	undirected	NA	NA
BTN3A3	NMD3	0.267716424	undirected	NA	NA
MDGA1	TARS1	0.265112201	undirected	NA	NA
MDGA1	MYL12B	0.20618575	undirected	NA	NA
MDGA1	MFSD1	0.328319156	undirected	NA	NA
MDGA1	ELL2	0.190574514	undirected	NA	NA
MDGA1	C4BPB	0.186845552	undirected	NA	NA
MDGA1	MMACHC	0.194085142	undirected	NA	NA
MDGA1	PLAAT4	0.240545222	undirected	NA	NA
MDGA1	PSAT1	0.20217896	undirected	NA	NA
MDGA1	EPRS1	0.252631984	undirected	NA	NA
MDGA1	ANGPTL2	0.266458979	undirected	NA	NA
MDGA1	MYO7A	0.209008726	undirected	NA	NA
MDGA1	ATRAID	0.185451683	undirected	NA	NA
MDGA1	TPM1	0.156795176	undirected	NA	NA
MDGA1	BCL2L11	0.180947183	undirected	NA	NA
MDGA1	OTUD6B	0.197543501	undirected	NA	NA
MDGA1	METTL27	0.216025314	undirected	NA	NA
MDGA1	TPP1	0.273028424	undirected	NA	NA
MDGA1	TPM4	0.207337449	undirected	NA	NA
MDGA1	LTBP3	0.178250821	undirected	NA	NA
MDGA1	NMD3	0.29643756	undirected	NA	NA
E2F3	TARS1	0.3513477	undirected	NA	NA
E2F3	MYL12B	0.295691604	undirected	NA	NA
E2F3	MFSD1	0.358472223	undirected	NA	NA
E2F3	ELL2	0.267119036	undirected	NA	NA
E2F3	C4BPB	0.179585828	undirected	NA	NA
E2F3	MMACHC	0.26058849	undirected	NA	NA
E2F3	PLAAT4	0.250240371	undirected	NA	NA
E2F3	PSAT1	0.318412105	undirected	NA	NA
E2F3	EPRS1	0.338920169	undirected	NA	NA
E2F3	ANGPTL2	0.261061386	undirected	NA	NA
E2F3	MYO7A	0.305809199	undirected	NA	NA
E2F3	ATRAID	0.206358508	undirected	NA	NA
E2F3	TPM1	0.259355445	undirected	NA	NA
E2F3	CDH11	0.236413041	undirected	NA	NA
E2F3	BCL2L11	0.278419198	undirected	NA	NA
E2F3	OTUD6B	0.210220881	undirected	NA	NA
E2F3	METTL27	0.27029022	undirected	NA	NA
E2F3	TPP1	0.393702114	undirected	NA	NA
E2F3	TPM4	0.29361677	undirected	NA	NA
E2F3	LTBP3	0.244334208	undirected	NA	NA
E2F3	NMD3	0.349362106	undirected	NA	NA
ALDH5A1	TARS1	0.333180758	undirected	NA	NA
ALDH5A1	MYL12B	0.274852431	undirected	NA	NA
ALDH5A1	MFSD1	0.351537963	undirected	NA	NA
ALDH5A1	ELL2	0.265734376	undirected	NA	NA
ALDH5A1	MMACHC	0.20927369	undirected	NA	NA
ALDH5A1	PLAAT4	0.264002317	undirected	NA	NA
ALDH5A1	PSAT1	0.279766242	undirected	NA	NA
ALDH5A1	EPRS1	0.316580853	undirected	NA	NA
ALDH5A1	ANGPTL2	0.260470504	undirected	NA	NA
ALDH5A1	MYO7A	0.309844834	undirected	NA	NA
ALDH5A1	ATRAID	0.188813031	undirected	NA	NA
ALDH5A1	TPM1	0.205708707	undirected	NA	NA
ALDH5A1	CDH11	0.171669932	undirected	NA	NA
ALDH5A1	BCL2L11	0.253358715	undirected	NA	NA
ALDH5A1	OTUD6B	0.167721024	undirected	NA	NA
ALDH5A1	METTL27	0.236486763	undirected	NA	NA
ALDH5A1	TPP1	0.377634591	undirected	NA	NA
ALDH5A1	TPM4	0.279935259	undirected	NA	NA
ALDH5A1	LTBP3	0.237229172	undirected	NA	NA
ALDH5A1	NMD3	0.324996602	undirected	NA	NA
SLC39A7	TARS1	0.17916005	undirected	NA	NA
SLC39A7	MFSD1	0.22355426	undirected	NA	NA
SLC39A7	C4BPB	0.159274531	undirected	NA	NA
SLC39A7	EPRS1	0.167031492	undirected	NA	NA
SLC39A7	ANGPTL2	0.208750766	undirected	NA	NA
SLC39A7	OTUD6B	0.165019946	undirected	NA	NA
SLC39A7	METTL27	0.160742165	undirected	NA	NA
SLC39A7	NMD3	0.223587573	undirected	NA	NA
TFEB	TARS1	0.248285665	undirected	NA	NA
TFEB	MYL12B	0.226513622	undirected	NA	NA
TFEB	MFSD1	0.286654295	undirected	NA	NA
TFEB	ELL2	0.213719841	undirected	NA	NA
TFEB	C4BPB	0.174454152	undirected	NA	NA
TFEB	MMACHC	0.186284908	undirected	NA	NA
TFEB	PLAAT4	0.216857306	undirected	NA	NA
TFEB	PSAT1	0.192663907	undirected	NA	NA
TFEB	EPRS1	0.259680982	undirected	NA	NA
TFEB	ANGPTL2	0.237888252	undirected	NA	NA
TFEB	MYO7A	0.245866325	undirected	NA	NA
TFEB	ATRAID	0.211772622	undirected	NA	NA
TFEB	TPM1	0.177034289	undirected	NA	NA
TFEB	BCL2L11	0.200626591	undirected	NA	NA
TFEB	OTUD6B	0.186264494	undirected	NA	NA
TFEB	METTL27	0.227254691	undirected	NA	NA
TFEB	TPP1	0.273497798	undirected	NA	NA
TFEB	TPM4	0.22356366	undirected	NA	NA
TFEB	LTBP3	0.20255293	undirected	NA	NA
TFEB	NMD3	0.271795396	undirected	NA	NA
SRF	MYL12B	0.211713796	undirected	NA	NA
SRF	MFSD1	0.209289255	undirected	NA	NA
SRF	ELL2	0.225973278	undirected	NA	NA
SRF	PLAAT4	0.210889152	undirected	NA	NA
SRF	EPRS1	0.165267033	undirected	NA	NA
SRF	ANGPTL2	0.200853046	undirected	NA	NA
SRF	MYO7A	0.258842622	undirected	NA	NA
SRF	TPM1	0.175920779	undirected	NA	NA
SRF	BCL2L11	0.153216358	undirected	NA	NA
SRF	TPP1	0.213968637	undirected	NA	NA
SRF	TPM4	0.236706321	undirected	NA	NA
SRF	LTBP3	0.203654846	undirected	NA	NA
SRF	NMD3	0.153155483	undirected	NA	NA
TARS1	MYL12B	0.351663377	undirected	NA	NA
TARS1	MFSD1	0.369291008	undirected	NA	NA
TARS1	ELL2	0.28015095	undirected	NA	NA
TARS1	C4BPB	0.227926837	undirected	NA	NA
TARS1	MMACHC	0.281650835	undirected	NA	NA
TARS1	PLAAT4	0.248322513	undirected	NA	NA
TARS1	PSAT1	0.344317531	undirected	NA	NA
TARS1	EPRS1	0.364741222	undirected	NA	NA
TARS1	ANGPTL2	0.282403769	undirected	NA	NA
TARS1	MYO7A	0.303908002	undirected	NA	NA
TARS1	ATRAID	0.277763656	undirected	NA	NA
TARS1	TPM1	0.271782181	undirected	NA	NA
TARS1	CDH11	0.237023731	undirected	NA	NA
TARS1	BCL2L11	0.336822268	undirected	NA	NA
TARS1	OTUD6B	0.25527197	undirected	NA	NA
TARS1	METTL27	0.3462952	undirected	NA	NA
TARS1	TPP1	0.404136855	undirected	NA	NA
TARS1	TPM4	0.305644628	undirected	NA	NA
TARS1	LTBP3	0.291364598	undirected	NA	NA
TARS1	NMD3	0.379751629	undirected	NA	NA
CPEB4	MYL12B	0.240502505	undirected	NA	NA
CPEB4	MFSD1	0.353934035	undirected	NA	NA
CPEB4	ELL2	0.281360729	undirected	NA	NA
CPEB4	C4BPB	0.152362643	undirected	NA	NA
CPEB4	MMACHC	0.226543669	undirected	NA	NA
CPEB4	PLAAT4	0.268937619	undirected	NA	NA
CPEB4	PSAT1	0.276333461	undirected	NA	NA
CPEB4	EPRS1	0.309813897	undirected	NA	NA
CPEB4	ANGPTL2	0.25854863300000003	undirected	NA	NA
CPEB4	MYO7A	0.291921508	undirected	NA	NA
CPEB4	ATRAID	0.16857896	undirected	NA	NA
CPEB4	TPM1	0.209011135	undirected	NA	NA
CPEB4	CDH11	0.204658022	undirected	NA	NA
CPEB4	BCL2L11	0.225360127	undirected	NA	NA
CPEB4	OTUD6B	0.18399522200000001	undirected	NA	NA
CPEB4	METTL27	0.213348665	undirected	NA	NA
CPEB4	TPP1	0.343141017	undirected	NA	NA
CPEB4	TPM4	0.285532548	undirected	NA	NA
CPEB4	LTBP3	0.204656715	undirected	NA	NA
CPEB4	NMD3	0.316005382	undirected	NA	NA
ABTB1	MYL12B	0.368704474	undirected	NA	NA
ABTB1	MFSD1	0.370476087	undirected	NA	NA
ABTB1	ELL2	0.293287207	undirected	NA	NA
ABTB1	C4BPB	0.187980327	undirected	NA	NA
ABTB1	MMACHC	0.257195545	undirected	NA	NA
ABTB1	PLAAT4	0.234462958	undirected	NA	NA
ABTB1	PSAT1	0.318731521	undirected	NA	NA
ABTB1	EPRS1	0.349132619	undirected	NA	NA
ABTB1	ANGPTL2	0.266515552	undirected	NA	NA
ABTB1	MYO7A	0.334251791	undirected	NA	NA
ABTB1	ATRAID	0.245993394	undirected	NA	NA
ABTB1	TPM1	0.254080714	undirected	NA	NA
ABTB1	CDH11	0.181604237	undirected	NA	NA
ABTB1	BCL2L11	0.30629181	undirected	NA	NA
ABTB1	OTUD6B	0.227620363	undirected	NA	NA
ABTB1	METTL27	0.341999368	undirected	NA	NA
ABTB1	TPP1	0.405804695	undirected	NA	NA
ABTB1	TPM4	0.312053687	undirected	NA	NA
ABTB1	LTBP3	0.267176434	undirected	NA	NA
ABTB1	NMD3	0.380218441	undirected	NA	NA
ACTR1B	MYL12B	0.239914097	undirected	NA	NA
ACTR1B	MFSD1	0.346127536	undirected	NA	NA
ACTR1B	ELL2	0.242943395	undirected	NA	NA
ACTR1B	C4BPB	0.195072378	undirected	NA	NA
ACTR1B	MMACHC	0.229320667	undirected	NA	NA
ACTR1B	PLAAT4	0.258533867	undirected	NA	NA
ACTR1B	PSAT1	0.237772454	undirected	NA	NA
ACTR1B	EPRS1	0.309191045	undirected	NA	NA
ACTR1B	ANGPTL2	0.286781614	undirected	NA	NA
ACTR1B	MYO7A	0.245706411	undirected	NA	NA
ACTR1B	ATRAID	0.1845059	undirected	NA	NA
ACTR1B	TPM1	0.194857111	undirected	NA	NA
ACTR1B	CDH11	0.183770037	undirected	NA	NA
ACTR1B	BCL2L11	0.212604416	undirected	NA	NA
ACTR1B	OTUD6B	0.22688126	undirected	NA	NA
ACTR1B	METTL27	0.229051476	undirected	NA	NA
ACTR1B	TPP1	0.306881282	undirected	NA	NA
ACTR1B	TPM4	0.266179307	undirected	NA	NA
ACTR1B	LTBP3	0.187015962	undirected	NA	NA
ACTR1B	NMD3	0.327355748	undirected	NA	NA
IGFBP2	MYL12B	0.272730315	undirected	NA	NA
IGFBP2	MFSD1	0.339305601	undirected	NA	NA
IGFBP2	ELL2	0.210666048	undirected	NA	NA
IGFBP2	C4BPB	0.154568038	undirected	NA	NA
IGFBP2	MMACHC	0.183572218	undirected	NA	NA
IGFBP2	PLAAT4	0.213175223	undirected	NA	NA
IGFBP2	PSAT1	0.231959323	undirected	NA	NA
IGFBP2	EPRS1	0.290348878	undirected	NA	NA
IGFBP2	ANGPTL2	0.242630799	undirected	NA	NA
IGFBP2	MYO7A	0.273990599	undirected	NA	NA
IGFBP2	ATRAID	0.217763836	undirected	NA	NA
IGFBP2	TPM1	0.172330934	undirected	NA	NA
IGFBP2	BCL2L11	0.227921893	undirected	NA	NA
IGFBP2	OTUD6B	0.17053866	undirected	NA	NA
IGFBP2	METTL27	0.27133953	undirected	NA	NA
IGFBP2	TPP1	0.345298229	undirected	NA	NA
IGFBP2	TPM4	0.229628037	undirected	NA	NA
IGFBP2	LTBP3	0.213418473	undirected	NA	NA
IGFBP2	NMD3	0.336258166	undirected	NA	NA
PASK	MFSD1	0.221865138	undirected	NA	NA
PASK	C4BPB	0.190122833	undirected	NA	NA
PASK	PLAAT4	0.201799791	undirected	NA	NA
PASK	EPRS1	0.187095985	undirected	NA	NA
PASK	ANGPTL2	0.233211611	undirected	NA	NA
PASK	OTUD6B	0.204529771	undirected	NA	NA
PASK	TPP1	0.152346222	undirected	NA	NA
PASK	NMD3	0.202862135	undirected	NA	NA
DARS1	MYL12B	0.150961894	undirected	NA	NA
DARS1	MFSD1	0.198969993	undirected	NA	NA
DARS1	ELL2	0.195388464	undirected	NA	NA
DARS1	C4BPB	0.203824644	undirected	NA	NA
DARS1	MMACHC	0.219066799	undirected	NA	NA
DARS1	PLAAT4	0.240466209	undirected	NA	NA
DARS1	PSAT1	0.236928513	undirected	NA	NA
DARS1	EPRS1	0.207696321	undirected	NA	NA
DARS1	ANGPTL2	0.224055975	undirected	NA	NA
DARS1	MYO7A	0.158293032	undirected	NA	NA
DARS1	TPM1	0.1988812	undirected	NA	NA
DARS1	CDH11	0.227771532	undirected	NA	NA
DARS1	BCL2L11	0.199488308	undirected	NA	NA
DARS1	OTUD6B	0.211159231	undirected	NA	NA
DARS1	TPP1	0.206233073	undirected	NA	NA
DARS1	TPM4	0.206724736	undirected	NA	NA
DARS1	LTBP3	0.210077145	undirected	NA	NA
DARS1	NMD3	0.157692102	undirected	NA	NA
TCEANC2	MFSD1	0.206727177	undirected	NA	NA
TCEANC2	PLAAT4	0.182675162	undirected	NA	NA
TCEANC2	PSAT1	0.159139705	undirected	NA	NA
TCEANC2	ANGPTL2	0.156114608	undirected	NA	NA
TCEANC2	TPP1	0.18058331	undirected	NA	NA
TCEANC2	NMD3	0.16493742	undirected	NA	NA
SMG7	MYL12B	0.270717307	undirected	NA	NA
SMG7	MFSD1	0.283910818	undirected	NA	NA
SMG7	PSAT1	0.193884346	undirected	NA	NA
SMG7	EPRS1	0.265645526	undirected	NA	NA
SMG7	ANGPTL2	0.179609016	undirected	NA	NA
SMG7	MYO7A	0.237345097	undirected	NA	NA
SMG7	ATRAID	0.183065052	undirected	NA	NA
SMG7	BCL2L11	0.193950655	undirected	NA	NA
SMG7	METTL27	0.260963296	undirected	NA	NA
SMG7	TPP1	0.321512171	undirected	NA	NA
SMG7	TPM4	0.171818577	undirected	NA	NA
SMG7	NMD3	0.34007933	undirected	NA	NA
OLFML3	MFSD1	0.229754952	undirected	NA	NA
OLFML3	ELL2	0.232840642	undirected	NA	NA
OLFML3	C4BPB	0.167310274	undirected	NA	NA
OLFML3	MMACHC	0.218901379	undirected	NA	NA
OLFML3	PLAAT4	0.285222944	undirected	NA	NA
OLFML3	PSAT1	0.237594291	undirected	NA	NA
OLFML3	EPRS1	0.200923377	undirected	NA	NA
OLFML3	ANGPTL2	0.219504284	undirected	NA	NA
OLFML3	MYO7A	0.190159442	undirected	NA	NA
OLFML3	TPM1	0.191954378	undirected	NA	NA
OLFML3	CDH11	0.236352025	undirected	NA	NA
OLFML3	BCL2L11	0.192362367	undirected	NA	NA
OLFML3	OTUD6B	0.177157191	undirected	NA	NA
OLFML3	TPP1	0.219971778	undirected	NA	NA
OLFML3	TPM4	0.217244707	undirected	NA	NA
OLFML3	LTBP3	0.207041169	undirected	NA	NA
OLFML3	NMD3	0.16158015	undirected	NA	NA
NID1	MYL12B	0.169560719	undirected	NA	NA
NID1	MFSD1	0.293651711	undirected	NA	NA
NID1	ELL2	0.187530069	undirected	NA	NA
NID1	C4BPB	0.163981301	undirected	NA	NA
NID1	MMACHC	0.179907585	undirected	NA	NA
NID1	PLAAT4	0.243784726	undirected	NA	NA
NID1	PSAT1	0.198932109	undirected	NA	NA
NID1	EPRS1	0.22488224	undirected	NA	NA
NID1	ANGPTL2	0.241541677	undirected	NA	NA
NID1	MYO7A	0.194796737	undirected	NA	NA
NID1	ATRAID	0.170985516	undirected	NA	NA
NID1	CDH11	0.157595687	undirected	NA	NA
NID1	BCL2L11	0.16844106	undirected	NA	NA
NID1	OTUD6B	0.168843588	undirected	NA	NA
NID1	METTL27	0.173362607	undirected	NA	NA
NID1	TPP1	0.246651576	undirected	NA	NA
NID1	TPM4	0.190408255	undirected	NA	NA
NID1	LTBP3	0.169070813	undirected	NA	NA
NID1	NMD3	0.246845395	undirected	NA	NA
PRRC2C	MFSD1	0.248059256	undirected	NA	NA
PRRC2C	C4BPB	0.17398692	undirected	NA	NA
PRRC2C	MMACHC	0.15256796	undirected	NA	NA
PRRC2C	PLAAT4	0.221609953	undirected	NA	NA
PRRC2C	PSAT1	0.150643054	undirected	NA	NA
PRRC2C	EPRS1	0.194676082	undirected	NA	NA
PRRC2C	ANGPTL2	0.238246592	undirected	NA	NA
PRRC2C	OTUD6B	0.182531754	undirected	NA	NA
PRRC2C	TPP1	0.171391413	undirected	NA	NA
PRRC2C	NMD3	0.211386384	undirected	NA	NA
MYL12B	MFSD1	0.357742296	undirected	NA	NA
MYL12B	ELL2	0.29019403	undirected	NA	NA
MYL12B	C4BPB	0.207945216	undirected	NA	NA
MYL12B	MMACHC	0.263454547	undirected	NA	NA
MYL12B	PLAAT4	0.245458293	undirected	NA	NA
MYL12B	PSAT1	0.296291206	undirected	NA	NA
MYL12B	EPRS1	0.357190779	undirected	NA	NA
MYL12B	ANGPTL2	0.28202569	undirected	NA	NA
MYL12B	MYO7A	0.340387198	undirected	NA	NA
MYL12B	ATRAID	0.212449015	undirected	NA	NA
MYL12B	TPM1	0.291221037	undirected	NA	NA
MYL12B	CDH11	0.199894551	undirected	NA	NA
MYL12B	BCL2L11	0.303333098	undirected	NA	NA
MYL12B	OTUD6B	0.242639117	undirected	NA	NA
MYL12B	METTL27	0.303647648	undirected	NA	NA
MYL12B	TPP1	0.413324743	undirected	NA	NA
MYL12B	TPM4	0.329184971	undirected	NA	NA
MYL12B	LTBP3	0.274865636	undirected	NA	NA
MYL12B	NMD3	0.361349538	undirected	NA	NA
RARRES1	MFSD1	0.178408774	undirected	NA	NA
RARRES1	C4BPB	0.228159811	undirected	NA	NA
RARRES1	PLAAT4	0.191106438	undirected	NA	NA
RARRES1	EPRS1	0.180549982	undirected	NA	NA
RARRES1	ANGPTL2	0.219968092	undirected	NA	NA
RARRES1	ATRAID	0.17361797	undirected	NA	NA
RARRES1	BCL2L11	0.150457862	undirected	NA	NA
RARRES1	OTUD6B	0.207384671	undirected	NA	NA
RARRES1	NMD3	0.167529666	undirected	NA	NA
MFSD1	ELL2	0.339503738	undirected	NA	NA
MFSD1	C4BPB	0.275160282	undirected	NA	NA
MFSD1	MMACHC	0.328841433	undirected	NA	NA
MFSD1	PLAAT4	0.30577403	undirected	NA	NA
MFSD1	PSAT1	0.350308614	undirected	NA	NA
MFSD1	EPRS1	0.362676213	undirected	NA	NA
MFSD1	ANGPTL2	0.32657053	undirected	NA	NA
MFSD1	MYO7A	0.332541797	undirected	NA	NA
MFSD1	ATRAID	0.262202788	undirected	NA	NA
MFSD1	TPM1	0.314807157	undirected	NA	NA
MFSD1	CDH11	0.269981199	undirected	NA	NA
MFSD1	BCL2L11	0.328265281	undirected	NA	NA
MFSD1	OTUD6B	0.307918181	undirected	NA	NA
MFSD1	METTL27	0.339213052	undirected	NA	NA
MFSD1	TPP1	0.369594949	undirected	NA	NA
MFSD1	TPM4	0.351385653	undirected	NA	NA
MFSD1	LTBP3	0.308706429	undirected	NA	NA
MFSD1	NMD3	0.379347927	undirected	NA	NA
ELL2	C4BPB	0.219836268	undirected	NA	NA
ELL2	MMACHC	0.322557099	undirected	NA	NA
ELL2	PLAAT4	0.314231008	undirected	NA	NA
ELL2	PSAT1	0.309875982	undirected	NA	NA
ELL2	EPRS1	0.325258501	undirected	NA	NA
ELL2	ANGPTL2	0.28376208000000003	undirected	NA	NA
ELL2	MYO7A	0.352627031	undirected	NA	NA
ELL2	ATRAID	0.174343151	undirected	NA	NA
ELL2	TPM1	0.365163294	undirected	NA	NA
ELL2	CDH11	0.307035434	undirected	NA	NA
ELL2	BCL2L11	0.287581252	undirected	NA	NA
ELL2	OTUD6B	0.250076685	undirected	NA	NA
ELL2	METTL27	0.225278472	undirected	NA	NA
ELL2	TPP1	0.376803314	undirected	NA	NA
ELL2	TPM4	0.373399208	undirected	NA	NA
ELL2	LTBP3	0.29342169	undirected	NA	NA
ELL2	NMD3	0.282196005	undirected	NA	NA
CCDC92	PLAAT4	0.180953432	undirected	NA	NA
CCDC92	PSAT1	0.2467	undirected	NA	NA
CCDC92	EPRS1	0.310611715	undirected	NA	NA
CCDC92	ANGPTL2	0.212826298	undirected	NA	NA
CCDC92	MYO7A	0.304816736	undirected	NA	NA
CCDC92	ATRAID	0.183138167	undirected	NA	NA
CCDC92	BCL2L11	0.229342992	undirected	NA	NA
CCDC92	METTL27	0.25566146	undirected	NA	NA
CCDC92	TPP1	0.377869419	undirected	NA	NA
